cluster_0	7omm_D_NA_A
cluster_2303	7jv2_H_L_A 7jv4_D_E_B 7jv4_F_G_C 7jv4_H_L_A 7jv6_C_D_B 7jv6_F_G_E 7jv6_H_L_A
cluster_2304	7k7i_H_L_A 7k7i_J_K_B 7k7i_M_N_C 7k7i_P_Q_D 7k7i_X_Y_E
cluster_2305	7k9h_I_M_C 7k9i_H_L_A
cluster_2306	7kgk_B_NA_A
cluster_2307	7lss_H_L_B
cluster_2308	7m30_M_N_C
cluster_2309	7me7_A_NA_R 7n9t_D_NA_C 7n9t_E_NA_A 7n9t_F_NA_B
cluster_2310	7mxp_G_J_B 7mxp_H_L_C 7mxp_I_K_A
cluster_2311	7nvl_N_NA_E 7nvl_n_NA_e 7nvm_N_NA_E 7nvm_n_NA_e 7nvn_N_NA_E 7nvn_n_NA_e
cluster_2312	7o0s_A_NA_B 7o3b_A_NA_G 7o3b_B_NA_H 7o3b_C_NA_I
cluster_2313	7q1u_B_NA_A 7q6z_B_NA_A
cluster_2314	7r4r_D_NA_C
cluster_2315	6ni2_H_L_B 7srs_H_L_C
cluster_2316	7tpg_H_L_B 7tpj_H_L_B
cluster_2317	7u8g_D_E_A
cluster_2318	7uar_D_E_A 7uar_F_G_C 7uar_H_L_B
cluster_2319	7ura_H_L_A 7urc_H_L_A 7urd_H_L_A 7ure_H_L_A
cluster_2320	7uz6_H_L_A 7uz6_M_N_B 7uz6_P_Q_C
cluster_2321	7wcp_D_E_B 7wcp_H_L_A 7wcp_M_N_C 7wcu_A_B_R
cluster_2322	7wee_H_L_E
cluster_2323	7whi_G_NA_A 7whj_F_NA_B 7whk_D_NA_C 7whk_H_NA_A
cluster_2324	7wry_H_L_R
cluster_2325	7wrz_H_L_R 7x6a_G_J_D 7x6a_H_L_B 7x6a_I_K_A 7y0w_H_L_R
cluster_2326	7x2g_H_L_B 7x2i_H_L_B 7x2o_H_L_B 7x37_H_L_B 7x46_H_L_B 7x47_H_L_B
cluster_2327	7x2l_B_NA_E
cluster_2328	7x7t_A_B_G 7x7u_A_B_G 7x7v_A_F_E
cluster_2329	7x7t_C_D_G 7x7u_C_D_G 7x7v_C_D_E
cluster_2330	7x90_E_F_G
cluster_2331	8a1e_D_E_A
cluster_2332	8c8t_C_D_A 8c8t_H_K_F
cluster_2333	8dly_H_NA_C 8dlz_H_NA_C 8dm0_H_NA_C
cluster_2334	8gjm_D_E_A
cluster_2335	8s2e_H_L_C
cluster_2336	2i26_N_NA_L 2i26_O_NA_M 2i26_P_NA_Q
cluster_2337	2otu_B_A_P 2otu_D_C_Q 2otu_F_E_R 2otu_H_G_S 2otw_B_A_E 2otw_D_C_F
cluster_2338	3j8w_F_J_D 3j8w_G_K_C 3j8w_H_L_E
cluster_2339	4ios_D_NA_H 4ios_E_NA_A 4ios_F_NA_C 4ios_G_NA_B
cluster_2340	4ksd_B_NA_A
cluster_2341	4rav_A_B_E 4rav_C_D_F
cluster_2342	5c1m_B_NA_A
cluster_2343	5grj_H_L_A
cluster_2344	5hm1_A_NA_D 5hm1_B_NA_E 5hm1_C_NA_F
cluster_2345	5hvf_B_NA_A 5hvh_C_NA_A
cluster_2346	5ken_C_D_B 5ken_G_H_F 5ken_N_O_M
cluster_2347	5u8q_H_L_A 5u8r_H_L_A
cluster_2348	6dzv_B_C_A 6dzz_B_C_A 7li6_B_C_A 7li7_B_C_A 7li8_B_C_A 7li9_B_C_A 7lia_B_C_A 7lwd_H_L_A 7mgw_B_C_A
cluster_2349	6gjs_C_NA_A 6gju_B_NA_A
cluster_2350	6h3t_H_L_A 6h3t_I_M_B
cluster_2351	6h6y_E_NA_A 6h6y_F_NA_B 6h6y_G_NA_C 6h6y_H_NA_D
cluster_2352	6j7w_A_NA_C 6j7w_B_NA_D
cluster_2353	6qup_B_NA_A
cluster_2354	6u59_F_E_C 6u59_H_L_A 6u59_K_J_G
cluster_2355	6vc9_H_L_A
cluster_2356	6vi4_C_NA_B 6vi4_D_NA_A
cluster_2357	6vo1_G_J_C 6vo1_H_L_A 6vo1_I_K_D
cluster_2358	6x4g_N_NA_C
cluster_2359	6x97_E_F_C 6x97_H_L_A 6x97_J_K_G
cluster_2360	6zxn_D_NA_A 6zxn_E_NA_B 6zxn_F_NA_C
cluster_2361	7e9g_E_NA_R 7e9g_F_NA_S 7epb_C_NA_A 7epb_D_NA_B
cluster_2362	7ey0_A_B_R
cluster_2363	7fbi_N_M_A
cluster_2364	7k8z_H_L_A 7k8z_M_N_C
cluster_2365	7kkk_B_NA_A 7kkk_D_NA_C 7kkk_F_NA_E 7kkl_B_NA_A 7kkl_E_NA_C 7kkl_F_NA_D
cluster_2366	7km5_C_NA_B 7km5_D_NA_A
cluster_2367	7m6f_C_D_E 7m6f_H_L_A
cluster_2368	7mep_I_G_E
cluster_2369	7mhy_M_N_A
cluster_2370	7r1z_C_NA_A 7r23_C_NA_A 7r24_C_NA_A
cluster_2371	7r74_B_NA_C 7r74_D_NA_A
cluster_2372	7ru3_E_F_B 7ru3_H_L_A 7ru4_H_L_A
cluster_2373	7s7r_B_NA_A
cluster_2374	7sl8_B_NA_A 7sla_B_NA_A
cluster_2375	7sp6_C_NA_A 7sp7_C_NA_A 7sp8_C_NA_A 7sp9_C_NA_A 7spa_C_NA_A
cluster_2376	7spo_C_NA_A 7spo_D_NA_B
cluster_2377	7upa_B_E_G 7upa_C_F_D 7upa_H_L_A
cluster_2378	7vnb_A_NA_B 7vnc_V_NA_C 7vnd_D_NA_A 7vnd_V_NA_C 7vne_U_NA_A 7vne_W_NA_C
cluster_2379	7wb5_H_L_R 7wbh_O_Q_B 7wbh_P_S_C 7wbh_U_V_A
cluster_2380	7we7_H_L_D 7we7_J_M_E 7we7_K_N_G 7wlc_H_L_E
cluster_2381	7whi_D_NA_B 7whi_E_NA_C 7whi_F_NA_A 7whj_E_NA_B 7whk_E_NA_B 7whk_F_NA_C 7whk_G_NA_A
cluster_2382	7wro_H_L_R
cluster_2383	7wth_H_L_E 7wti_G_J_B 7wti_H_L_A 7wti_I_K_C
cluster_2384	7wtj_H_L_E 7wtk_G_J_B 7wtk_H_L_C 7wtk_I_K_A
cluster_2385	7wur_E_F_A 7wur_G_H_B
cluster_2386	7yrn_D_E_A 7yrn_F_G_B 7yrn_H_I_C
cluster_2387	7zr8_H_L_A 7zrc_F_G_B 7zrc_H_L_C 7zrc_J_K_A
cluster_2388	8dzh_E_D_A 8dzh_H_L_C 8dzh_I_J_B 8dzi_B_D_A 8dzi_G_F_E 8dzi_H_L_C
cluster_2389	8en4_C_NA_B 8en4_D_NA_A
cluster_2390	2i25_N_NA_L 2i25_O_NA_M
cluster_2391	2ybr_A_B_C 2ybr_D_E_F 2ybr_G_H_I 2yc1_A_B_C 2yc1_D_E_F 4v1d_A_B_C
cluster_2392	3ab0_B_C_A 3ab0_E_F_D
cluster_2393	3jau_H_L_A
cluster_2394	4eig_B_NA_A
cluster_2395	4w2o_A_NA_B 4w2o_C_NA_D 4w2o_E_NA_F 4w2o_G_NA_H
cluster_2396	4y5y_A_B_C 4y5y_D_E_F
cluster_2397	5dmj_B_NA_A 5dmj_E_NA_D 5dmj_G_NA_F 5ihl_B_NA_A 5ihl_E_NA_D 5ihl_G_NA_F 5ihl_I_NA_H
cluster_2398	5jmo_C_NA_A 5jmo_D_NA_B
cluster_2399	5ogi_B_b_A 6eqc_D_d_A 6eqc_E_e_B 6eqc_F_f_C
cluster_2400	6c5w_C_NA_B 6c5w_E_NA_A
cluster_2401	6djp_C_D_A
cluster_2402	6mpg_3_4_A 6mpg_W_B_U 6mpg_X_Y_D
cluster_2403	6obm_B_NA_A
cluster_2404	6oq5_F_NA_A 6oq8_C_NA_B 6oq8_D_NA_A
cluster_2405	6x07_B_NA_A
cluster_2406	6d6t_J_I_B 6d6t_K_L_D 6d6u_J_I_B 6d6u_K_L_D 6x3s_J_I_B 6x3s_K_L_D 6x3t_J_I_B 6x3t_K_L_D 6x3u_J_I_B 6x3u_K_L_D 6x3v_J_I_B 6x3v_K_L_D 6x3w_J_I_B 6x3w_K_L_D 6x3x_J_I_B 6x3x_K_L_D 6x3z_J_I_B 6x3z_K_L_D 6x40_J_I_B 6x40_K_L_D 8dd2_J_I_B 8dd2_K_L_D 8dd3_J_I_B 8dd3_K_L_D 8vqy_J_I_B 8vqy_K_L_D 8vrn_J_I_B 8vrn_K_L_D
cluster_2407	6xw7_C_NA_A 6xw7_D_NA_B 6xw7_G_NA_E 6xw7_H_NA_F
cluster_2408	7apj_B_NA_A
cluster_2409	7bc6_B_NA_A 7bc7_B_NA_A
cluster_2410	7dst_E_NA_C
cluster_2411	7f5g_B_NA_A 7f5g_D_NA_C
cluster_2412	7jvb_C_NA_A 7jvb_D_NA_B 7mdw_A_NA_R 7mej_A_NA_R 7n9a_A_NA_E 7n9b_D_NA_A
cluster_2413	7ki4_D_C_B 7ki4_G_F_E 7ki4_H_L_A
cluster_2414	7ki6_D_C_B 7ki6_G_F_E 7ki6_H_L_A
cluster_2415	7kji_A_NA_B
cluster_2416	7l6v_D_NA_A
cluster_2417	7ly0_H_L_A 7ly2_G_I_B 7ly2_H_L_A 7ly2_N_O_J
cluster_2418	7m6i_M_N_A
cluster_2419	7mdt_H_L_A
cluster_2420	7qia_C_NA_A 7qic_C_NA_A 7qji_C_NA_A 7qji_F_NA_E 7qjj_C_NA_A 7qjj_F_NA_E
cluster_2421	7sc1_H_L_A 7sc1_M_N_B 7sc1_P_Q_C
cluster_2422	7sww_H_L_A 7swx_H_L_A
cluster_2423	7te9_H_L_D 7te9_M_N_B 7teb_H_L_D 7teb_M_N_B 7tee_H_L_D 7tee_M_N_B
cluster_2424	7tgi_B_NA_A
cluster_2425	7th3_B_NA_A
cluster_2426	7txz_E_F_A 7txz_H_L_B
cluster_2427	7ul3_C_NA_A
cluster_2428	7wvm_A_B_E 7wvm_C_D_F
cluster_2429	7xmx_E_F_C 7xmx_H_I_A 7xmx_K_L_B 7xst_D_E_A 7xst_H_I_B 7xst_L_M_C
cluster_2430	7yz9_B_NA_A 7yzi_C_NA_B 7yzi_D_NA_A 7yzi_E_NA_B 7yzk_C_NA_B 7yzk_D_NA_A
cluster_2431	8a1e_B_C_A
cluster_2432	8e99_E_NA_B
cluster_2433	8erq_H_L_A 8err_E_F_C 8err_H_L_A 8err_I_J_B
cluster_2434	8foi_H_L_A 8foi_J_K_C 8g4n_H_L_A 8g4n_J_K_C 8g4x_H_L_A 8g5f_J_K_C 8g5g_H_L_A 8g5h_J_K_C
cluster_2435	8p5m_G_L_I
cluster_2436	8v5a_U_NA_C 8v5a_W_NA_B 8v5a_Y_NA_A
cluster_2437	8xea_A_B_E 8xea_G_I_F 8xea_H_J_D
cluster_2438	1bvk_B_A_C 1bvk_E_D_F
cluster_2439	1jhl_H_L_A
cluster_2440	2z8v_C_NA_B 2z8v_D_NA_A 2z8w_C_NA_B 2z8w_D_NA_A
cluster_2441	3cfi_C_NA_B 3cfi_F_NA_E 3cfi_I_NA_H 3cfi_L_NA_K
cluster_2442	3k1k_C_NA_A 3k1k_D_NA_B 3ogo_E_NA_A 3ogo_F_NA_C 3ogo_G_NA_B 3ogo_H_NA_B
cluster_2443	4kro_B_NA_A
cluster_2444	4krp_B_NA_A
cluster_2445	4lgp_B_NA_A 4lgp_D_NA_C
cluster_2446	4m3k_B_NA_A
cluster_2447	4w2q_A_NA_B 4w2q_C_NA_D 4w2q_E_NA_F 4w2q_G_NA_H
cluster_2448	4xt1_C_NA_A
cluster_2449	4z9k_B_NA_A
cluster_2450	5fv2_A_NA_X 5fv2_B_NA_V 5fv2_C_NA_W
cluster_2451	5lhr_B_NA_A
cluster_2452	5mwn_N_NA_A
cluster_2453	5o05_C_NA_B 5o05_D_NA_A
cluster_2454	5o2u_B_NA_A 5o2u_D_NA_C 7n9v_B_NA_C 7n9v_E_NA_D 7n9v_F_NA_G 7n9v_H_NA_K 7n9v_J_NA_I 7n9v_L_NA_A
cluster_2455	6cnv_C_NA_A
cluster_2456	6gk4_C_NA_A 6gk4_F_NA_D
cluster_2457	6i8h_B_NA_A
cluster_2458	6obe_B_NA_A
cluster_2459	6obg_C_NA_A 6obg_D_NA_B
cluster_2460	6q6z_B_NA_A
cluster_2461	6s8i_H_L_A 6s8i_P_O_C 6s8i_Y_U_E
cluster_2462	6u55_A_NA_B
cluster_2463	6ukt_F_NA_B
cluster_2464	6x04_B_NA_A 6x04_D_NA_C 6x04_F_NA_E 6x04_H_NA_G 6x04_J_NA_I 6x04_L_NA_K
cluster_2465	6xcm_H_L_C 6xcm_N_S_B 6xcn_B_D_A 6xcn_F_G_E 6xcn_H_L_C
cluster_2466	7aqx_C_NA_A 7aqx_D_NA_B
cluster_2467	7cz0_E_NA_A 7cz0_F_NA_B 7cz0_G_NA_C 7cz0_H_NA_D
cluster_2468	7czd_A_NA_B 7czd_C_NA_D
cluster_2469	7e8c_D_E_C 7e8c_N_P_B 7e8c_O_Q_A 7e8f_D_E_R
cluster_2470	7ey0_H_L_R
cluster_2471	7ezv_H_L_A
cluster_2472	7fg2_D_NA_A 7fg3_D_NA_A
cluster_2473	7la4_H_L_A
cluster_2474	7lzp_C_NA_A 7lzp_F_NA_D
cluster_2475	7m6g_H_L_C 7m6g_R_S_B
cluster_2476	7nfq_C_NA_A 7nfq_D_NA_B
cluster_2477	7rnn_C_NA_D
cluster_2478	7sqp_B_NA_A 7sqp_D_NA_C 7sr0_B_NA_A 7sr0_D_NA_C 7sr3_B_NA_A 7sr3_D_NA_C 7sr4_B_NA_A 7sr4_D_NA_C 7sr5_B_NA_A 7sr5_D_NA_C 7srk_B_NA_A 7srk_D_NA_C 7ssh_B_NA_A 7ssh_D_NA_C 7ssh_F_NA_E 7ssh_H_NA_G 7ssh_J_NA_I 7ssh_L_NA_K 7ssh_N_NA_M 7ssh_P_NA_O 7ssh_R_NA_Q 7ssh_T_NA_S 7ssh_V_NA_U 7ssh_X_NA_W 7st3_B_NA_A 7st3_D_NA_C 7st3_F_NA_E 7st3_H_NA_G 7st3_J_NA_I 7st3_L_NA_K 7st3_N_NA_M 7st3_P_NA_O 7st3_R_NA_Q 7st3_T_NA_S 7st3_V_NA_U 7stg_B_NA_A 7stg_D_NA_C 7stg_F_NA_E 7stg_H_NA_G 7stg_J_NA_I 7stg_L_NA_K 7stg_N_NA_M 7stg_P_NA_O 7stg_R_NA_Q 7stg_T_NA_S 7stg_V_NA_U 7stg_X_NA_W
cluster_2479	7t5f_B_NA_A 7t5f_E_NA_D
cluster_2480	7uz7_H_L_A 7uz7_M_N_B 7uz7_P_Q_C 7uz8_H_L_A 7uz8_M_N_B 7uz8_P_Q_C
cluster_2481	7vq0_D_NA_A 7vq0_E_NA_B 7vq0_F_NA_C
cluster_2482	7xqv_B_NA_A
cluster_2483	8di5_H_NA_C
cluster_2484	3jba_H_L_A 6bsp_A_B_D
cluster_2485	3jcx_H_L_A
cluster_2486	3k74_B_NA_A
cluster_2487	5f3j_C_c_A 5f3j_D_d_B
cluster_2488	5f7k_C_NA_A 5f7k_D_NA_B 5f7m_C_NA_A 5f7m_D_NA_B 5f7n_C_NA_A 5f7n_D_NA_B 5f7w_C_NA_A 5f7w_D_NA_B 5f7y_C_NA_A 5f7y_D_NA_B 5f8q_C_NA_A 5f8q_D_NA_B 5f8r_C_NA_A 5f8r_D_NA_B 5f93_C_NA_A 5f93_D_NA_B 5f93_F_NA_E 5f93_H_NA_G 5f97_E_NA_A 5f97_F_NA_B 5f97_G_NA_C 5f97_H_NA_D 5f9a_C_NA_A 5f9d_C_NA_A
cluster_2489	5kve_H_L_E
cluster_2490	5m2j_D_NA_A
cluster_2491	5my6_B_NA_A
cluster_2492	5ngv_H_L_A 5nh3_H_L_A 5nh3_I_M_B 5nhr_A_B_D 5nhr_H_L_C
cluster_2493	5vxl_B_NA_A
cluster_2494	6app_A_NA_B
cluster_2495	6djp_E_F_B
cluster_2496	6gwn_B_NA_A 6gwp_B_NA_A 6gwq_B_NA_A 7aqg_B_NA_A
cluster_2497	6i07_A_a_C 6i07_B_b_D
cluster_2498	6iec_C_D_B 6iec_F_G_E 6iec_H_L_A 6iec_J_K_I
cluster_2499	7k65_B_NA_A
cluster_2500	7l6v_B_NA_A
cluster_2501	7mfu_B_NA_A 7mfu_E_NA_D
cluster_2502	7mlu_F_K_E 7mlu_G_J_B 7mlu_H_I_C 7mlu_L_M_A 7mlu_N_O_D 7mlv_F_NA_D 7mlv_G_J_B 7mlv_H_I_C 7mlv_L_M_A 7mly_G_J_B 7mly_H_I_C 7mly_L_M_A
cluster_2503	7ndc_D_E_C 7ndc_F_G_A 7ndc_H_L_B 7ndd_D_E_C 7ndd_F_G_A 7ndd_H_L_B
cluster_2504	7ngh_D_NA_B
cluster_2505	7ocj_B_NA_D 7ocj_E_NA_C 7ocj_G_NA_A 7ocj_H_NA_F
cluster_2506	7ssz_E_NA_A 7ssz_F_NA_B 7ssz_G_NA_C 7ssz_H_NA_D 8dfl_E_NA_A 8dfl_F_NA_B 8dfl_G_NA_C 8dfl_H_NA_D
cluster_2507	7t5f_C_NA_A 7t5f_F_NA_D
cluster_2508	8g79_M_NA_B 8g79_O_NA_A
cluster_2509	1ktr_H_L_P
cluster_2510	2uzi_H_L_R 2vh5_H_L_R
cluster_2511	2xt1_B_NA_A 2xv6_B_NA_A 2xv6_D_NA_C 2xxm_B_NA_A
cluster_2512	3j8z_F_J_D 3j8z_G_K_C 3j8z_H_L_E
cluster_2513	4orz_C_NA_B
cluster_2514	4qxt_A_B_Q 4qy8_A_B_Q 4qyo_A_B_Q 4r3s_A_B_Q
cluster_2515	4x7f_C_NA_A 4x7f_D_NA_B
cluster_2516	5f21_B_NA_A
cluster_2517	5tbd_A_B_C 5tbd_D_G_H 5tbd_E_F_I 5tbd_J_K_L
cluster_2518	6b20_F_NA_A
cluster_2519	6e1k_D_C_B 6e1k_F_E_A
cluster_2520	6fuz_N_NA_A 6fv0_F_NA_A
cluster_2521	6ui1_B_NA_A 6ul6_C_NA_A
cluster_2522	7a25_D_NA_A 7a25_E_NA_B 7a25_F_NA_C 7a29_D_NA_A 7a29_E_NA_B 7a29_F_NA_C
cluster_2523	7e39_C_B_A
cluster_2524	7m30_H_L_B
cluster_2525	7m3n_H_L_A
cluster_2526	7mdu_H_L_A
cluster_2527	7p5v_G_NA_A 7p5v_H_NA_B 7p5v_I_NA_C 7p5v_J_NA_D 7p5v_K_NA_E 7p5v_L_NA_F 8b41_G_NA_A 8b41_H_NA_B 8b41_I_NA_C 8b41_J_NA_D
cluster_2528	7p6k_G_NA_B 7p6k_H_NA_D 7p6k_I_NA_F
cluster_2529	7p77_A_NA_B 7p77_D_NA_C 7p77_H_NA_E 7p78_B_NA_A 7p78_D_NA_C 7p78_H_NA_E 7p79_B_NA_C 7p79_D_NA_E 7p79_H_NA_A
cluster_2530	7s83_A_NA_C
cluster_2531	7usl_H_L_C
cluster_2532	7y9t_C_NA_A 7y9t_D_NA_B 7y9u_C_NA_A 7y9u_D_NA_B 7y9v_C_NA_A 7y9v_D_NA_B
cluster_2533	2eiz_B_A_C 2eks_B_A_C 2yss_B_A_C
cluster_2534	5c6t_H_L_A
cluster_2535	5dfz_E_NA_C
cluster_2536	6ba5_B_A_M 6ba5_D_C_N 6ba5_F_E_O 6ba5_H_G_P 6ban_B_A_M 6ban_D_C_N 6ban_F_E_O 6ban_H_G_P
cluster_2537	6j14_A_B_G
cluster_2538	1p4b_H_L_P 6k65_H_L_A
cluster_2539	6nfj_B_NA_A 6nfj_E_NA_D
cluster_2540	6osh_H_L_K
cluster_2541	6tyl_J_NA_F
cluster_2542	6u54_A_NA_B
cluster_2543	6x96_E_F_C 6x96_H_L_A 6x96_J_K_G
cluster_2544	7a4d_C_NA_E 7a4d_D_NA_F 7a4d_I_NA_L 7a4d_J_NA_K
cluster_2545	7fbj_B_NA_A 7fbj_D_NA_C 7fbj_F_NA_E 7fbj_L_NA_K 7fbj_N_NA_M 7fbj_P_NA_O
cluster_2546	7fbk_C_NA_A 7fbk_D_NA_B
cluster_2547	7mhy_O_P_A 7mhz_O_P_A 7urf_O_P_A
cluster_2548	7mkl_H_L_A 7mkm_H_L_A
cluster_2549	7nd3_H_L_B
cluster_2550	7ndf_C_NA_B 7ndf_D_NA_A 7ph2_C_NA_B 7ph2_D_NA_A 7ph3_C_NA_B 7ph3_D_NA_A 7ph4_C_NA_B 7ph4_D_NA_A 7ph7_C_NA_B 7ph7_D_NA_A
cluster_2551	8dke_A_B_P 8dki_A_B_P 8dkm_A_B_P 8dkw_A_B_P 8dkx_A_B_P
cluster_2552	1qfw_H_L_A
cluster_2553	1sq2_N_NA_L 1t6v_N_NA_L 1t6v_O_NA_M
cluster_2554	4r0l_A_B_C 4r0l_H_L_D
cluster_2555	5da0_B_NA_A
cluster_2556	5o04_E_NA_B 5o04_F_NA_A
cluster_2557	5omn_C_NA_B
cluster_2558	6ssi_F_NA_A 6ssi_G_NA_B 6ssi_H_NA_C 6ssi_I_NA_D 6ssi_J_NA_E
cluster_2559	6tyl_C_NA_A 6tyl_H_NA_F 6ukt_C_NA_A
cluster_2560	7azb_B_NA_A
cluster_2561	7ks9_H_L_B
cluster_2562	7paf_B_NA_D 7paf_C_NA_A
cluster_2563	7qe5_B_NA_A
cluster_2564	7s83_B_NA_C
cluster_2565	3zkx_C_NA_A
cluster_2566	4u3x_C_NA_D
cluster_2567	5e5m_B_NA_A 5e5m_D_NA_C 5e5m_F_NA_E 5e5m_H_NA_G
cluster_2568	5tqq_H_L_A 5tqq_I_M_B 5tr1_H_L_A 5tr1_I_M_B
cluster_2569	7l1v_S_NA_R
cluster_2570	7lue_H_L_A 7lue_I_M_B 7lue_J_N_C
cluster_2571	7upm_B_NA_A
cluster_2572	7w1s_B_NA_A
cluster_2573	5ip4_A_NA_E 5ip4_B_NA_D
cluster_2574	7lzp_G_NA_A 7lzp_H_NA_D
cluster_2575	7qcq_A_NA_B
cluster_2576	7spp_C_NA_A
cluster_2577	7t3d_H_L_B 7t3d_O_Q_G 7t3d_P_R_I
cluster_2578	4pgj_C_NA_D
cluster_2579	5l8j_B_NA_A 5l8k_B_NA_A 5l8l_B_NA_A
cluster_2580	6oq5_E_NA_A 6oq7_C_NA_A
cluster_2581	7d3k_H_L_2
cluster_2582	7e3c_B_C_A
cluster_2583	7r7n_H_L_E
cluster_2584	8be5_N_NA_A
cluster_2585	7pqq_B_NA_A
cluster_2586	7e23_B_C_A
cluster_2587	5h8o_A_NA_B
cluster_2588	6tyl_E_NA_A 6ukt_E_NA_A
cluster_2589	7fbi_H_L_A
cluster_2590	4x7d_C_NA_B
cluster_2591	5kov_W_w_S
cluster_2592	6aj9_D_E_A
cluster_2593	4hgk_C_NA_B 4hgk_D_NA_A
cluster_2594	7m1h_G_NA_A
cluster_2595	8dyp_B_NA_A
cluster_2596	7ty0_J_N_D
cluster_2597	7byr_H_L_B
cluster_2598	7nil_F_NA_A
cluster_2599	7nj5_F_NA_A
cluster_2600	7ty0_K_O_C
cluster_2601	6idi_H_L_D 6idi_I_J_E 6idi_M_N_F 6idk_H_L_D 6idk_I_J_E 6idk_M_N_F 6idl_I_J_E 6idl_M_N_F
cluster_2602	7nj7_F_NA_A
cluster_2603	7uov_D_E_B 7uov_F_G_C 7uov_H_L_A
cluster_2604	7wuj_N_NA_A
cluster_2605	7nj3_F_NA_A
cluster_2606	7nki_F_NA_A
cluster_2607	5kov_Q_q_N
cluster_2608	7aqz_D_NA_A
cluster_2609	7nk4_F_NA_A
cluster_2610	7t92_H_L_B
cluster_2611	7ul5_D_NA_A
cluster_2612	6do1_F_NA_B
cluster_2613	7ul4_D_NA_A
cluster_2614	7ul2_D_NA_R
cluster_2615	6do1_E_NA_A
cluster_2616	9bjk_N_NA_R
cluster_2617	7nvo_N_NA_E 7nvo_n_NA_e
cluster_2618	7ru6_L_NA_A 7rug_L_NA_A
